state_fips,county_fips,tract_fips,ckd_pct,ckd_lci,ckd_uci,total_pop
53,53015,53015000300,5.2,4.8,5.6,509
53,53033,53033030700,2.8,2.6,3.0,3796
51,51700,51700030900,3.6,3.4,3.7,2138
51,51177,51177020304,2.5,2.4,2.7,4180
54,54061,54061011804,2.7,2.5,2.9,3448
51,51085,51085321202,2.4,2.3,2.6,3915
48,48373,48373210302,4.0,3.7,4.3,4354
51,51800,51800075404,2.5,2.4,2.7,935
48,48231,48231961100,2.9,2.7,3.1,6643
48,48201,48201450600,2.4,2.2,2.6,4310
48,48113,48113001400,2.3,2.2,2.4,3756
48,48121,48121021726,1.8,1.7,2.0,3096
53,53053,53053072312,2.3,2.2,2.4,5612
48,48491,48491020201,2.7,2.6,2.9,1749
48,48303,48303001706,2.3,2.2,2.4,5251
51,51041,51041100600,1.8,1.7,2.0,3893
53,53063,53063003800,2.5,2.3,2.7,1746
48,48113,48113016519,3.6,3.4,3.9,2267
48,48113,48113014127,1.2,1.2,1.3,8315
53,53057,53057951500,2.7,2.5,2.9,9326
51,51087,51087201001,2.4,2.3,2.5,5847
51,51059,51059491405,1.8,1.7,2.0,2790
53,53029,53029970800,2.6,2.5,2.8,2706
48,48321,48321730302,3.3,3.2,3.6,4617
48,48141,48141004104,3.9,3.6,4.3,6598
48,48453,48453001856,2.1,2.0,2.2,5308
48,48113,48113004000,4.4,4.1,4.8,1082
51,51019,51019030402,3.3,3.1,3.5,6790
51,51059,51059420700,2.5,2.3,2.6,4095
48,48201,48201420200,2.5,2.4,2.7,2547
51,51101,51101950200,3.2,3.1,3.3,2341
51,51760,51760050300,1.8,1.7,1.9,1267
48,48389,48389950400,3.0,2.8,3.2,4095
48,48201,48201253200,2.7,2.5,2.8,9429
48,48439,48439111550,2.0,1.9,2.1,12483
54,54069,54069000500,3.7,3.4,4.0,1416
54,54039,54039010701,3.0,2.8,3.2,5132
51,51683,51683910301,2.1,2.0,2.3,4429
51,51510,51510200406,2.1,2.0,2.2,4482
51,51107,51107611020,1.5,1.4,1.6,4832
51,51059,51059481101,1.1,1.0,1.2,1961
48,48473,48473680500,3.7,3.5,3.9,9261
48,48107,48107950100,4.7,4.4,5.0,2234
54,54011,54011001300,2.7,2.5,2.8,2740
54,54059,54059957500,4.1,3.9,4.2,3732
49,49049,49049002207,2.2,2.1,2.4,3604
48,48113,48113009803,3.2,3.0,3.3,2402
48,48183,48183000900,3.9,3.7,4.2,3143
53,53057,53057940700,3.1,2.8,3.4,1562
48,48257,48257051000,3.8,3.6,4.0,1545
48,48479,48479001718,3.6,3.3,3.9,2330
48,48085,48085031622,2.4,2.2,2.6,5405
53,53067,53067011900,2.6,2.5,2.8,6767
48,48277,48277000700,3.8,3.6,4.1,3020
48,48445,48445950400,3.9,3.7,4.2,7522
53,53045,53045961100,3.6,3.4,4.0,5791
53,53033,53033024903,2.1,1.9,2.2,6864
51,51057,51057950600,4.0,3.8,4.1,3865
49,49035,49035111701,2.9,2.7,3.0,5194
53,53033,53033026002,2.8,2.6,2.9,7911
48,48201,48201432902,3.1,2.9,3.2,4476
51,51153,51153901233,2.1,1.9,2.3,7077
53,53053,53053073408,2.5,2.4,2.7,4124
54,54039,54039013800,4.1,3.8,4.4,2481
48,48453,48453002430,2.4,2.3,2.6,3422
48,48113,48113017812,2.5,2.3,2.6,2412
49,49035,49035110300,2.3,2.2,2.5,5477
53,53063,53063010201,2.7,2.6,2.9,4046
53,53061,53061041000,2.6,2.5,2.8,5380
48,48223,48223950600,4.0,3.8,4.4,3856
53,53011,53011041009,3.3,3.0,3.6,3578
48,48233,48233950800,3.5,3.3,3.8,858
48,48427,48427950701,6.3,5.6,6.9,3922
49,49035,49035113701,2.6,2.4,2.7,4074
48,48201,48201452802,2.6,2.4,2.7,5949
48,48355,48355003500,3.2,3.0,3.4,2328
53,53005,53005010202,3.1,2.9,3.4,6060
54,54039,54039000500,3.6,3.2,4.0,2367
51,51760,51760041400,2.8,2.6,3.0,2252
48,48245,48245011700,5.1,4.7,5.4,1664
54,54003,54003971400,2.5,2.4,2.7,8890
53,53061,53061051914,2.4,2.2,2.6,4052
48,48375,48375010600,3.6,3.3,3.8,2168
53,53067,53067012530,2.8,2.6,3.0,3909
48,48123,48123970300,3.5,3.2,3.7,4193
51,51510,51510200302,2.3,2.2,2.4,4222
48,48121,48121021731,1.8,1.7,1.9,3428
48,48277,48277000102,3.2,3.1,3.4,4820
48,48201,48201241000,2.7,2.5,2.9,8317
53,53035,53035090501,3.6,3.3,3.9,3955
48,48215,48215021806,3.5,3.2,3.8,8585
48,48309,48309002302,3.4,3.2,3.6,4919
51,51121,51121020500,2.0,1.9,2.2,5988
48,48479,48479000108,3.4,3.1,3.7,3813
48,48113,48113013609,2.6,2.4,2.8,3643
53,53033,53033010001,3.1,2.9,3.2,3769
48,48407,48407200102,3.3,3.1,3.4,10069
48,48309,48309001600,3.4,3.2,3.6,6007
51,51510,51510201203,2.1,1.9,2.2,7165
53,53027,53027001500,3.3,3.1,3.6,3906
50,50001,50001960400,2.5,2.3,2.6,5094
53,53033,53033008400,1.6,1.5,1.7,3760
48,48401,48401950400,3.3,3.1,3.5,5384
49,49041,49041975400,3.3,3.1,3.5,3479
49,49057,49057200500,2.6,2.5,2.8,6206
48,48361,48361021700,3.2,3.0,3.4,2348
48,48439,48439105703,3.0,2.8,3.1,3681
48,48355,48355002303,2.9,2.8,3.1,4328
48,48439,48439121906,3.1,2.9,3.3,3944
51,51001,51001090400,4.4,4.3,4.6,6234
48,48423,48423000201,5.1,4.7,5.6,3760
48,48439,48439111011,2.0,1.9,2.1,9155
51,51059,51059491101,1.9,1.8,2.0,3847
48,48085,48085031657,1.0,0.9,1.0,1268
51,51650,51650010103,2.6,2.5,2.8,7108
48,48439,48439111313,1.7,1.6,1.8,5826
48,48113,48113008604,4.8,4.5,5.2,3077
48,48157,48157672200,2.5,2.3,2.6,3031
48,48321,48321730301,3.3,3.1,3.5,3883
54,54049,54049020900,2.9,2.7,3.1,3900
53,53033,53033001600,2.4,2.3,2.6,4131
48,48499,48499950301,3.7,3.4,4.0,3491
48,48201,48201451500,1.8,1.7,1.9,5084
50,50005,50005957800,2.9,2.8,3.0,2928
51,51053,51053840200,3.2,3.0,3.3,4309
48,48201,48201430700,3.3,3.0,3.7,3284
53,53033,53033022005,1.8,1.7,1.9,4725
51,51710,51710002600,1.6,1.5,1.7,3835
54,54075,54075960101,3.8,3.6,3.9,1242
48,48167,48167725100,4.4,4.1,4.7,1886
51,51177,51177020109,3.3,3.0,3.6,3691
48,48439,48439113925,2.2,2.1,2.3,3905
48,48113,48113018501,3.3,3.1,3.5,3709
53,53053,53053073302,2.9,2.7,3.1,4033
48,48453,48453001402,1.6,1.5,1.7,2499
49,49035,49035102000,2.1,2.0,2.2,2620
53,53053,53053063400,3.2,3.1,3.3,7592
49,49045,49045130800,2.7,2.5,2.9,5366
51,51059,51059431400,2.3,2.1,2.4,4283
53,53033,53033029405,2.1,2.0,2.2,5861
48,48439,48439111531,2.7,2.5,2.9,4493
48,48201,48201323000,3.3,3.1,3.5,6318
48,48201,48201211700,5.0,4.6,5.4,3886
51,51810,51810044401,2.7,2.5,2.9,3628
51,51107,51107611025,1.1,1.0,1.2,4767
48,48453,48453001716,1.8,1.7,1.9,5039
48,48201,48201532200,4.3,4.1,4.5,2790
51,51073,51073100301,2.7,2.6,2.9,5546
48,48201,48201411800,2.2,2.0,2.4,4835
48,48491,48491020704,2.2,2.1,2.3,5873
48,48201,48201310700,3.5,3.3,3.8,4167
54,54011,54011000600,4.4,4.0,4.9,1627
51,51153,51153901012,3.1,2.8,3.3,3127
48,48113,48113016621,2.4,2.3,2.6,5403
48,48201,48201554401,1.8,1.7,2.0,13497
48,48253,48253020400,4.4,4.1,4.8,3497
53,53035,53035940000,2.5,2.4,2.6,3500
48,48113,48113014902,3.3,3.1,3.5,2416
48,48121,48121021633,2.1,2.0,2.3,4336
53,53033,53033024300,2.7,2.6,3.0,7255
48,48479,48479001713,1.8,1.7,2.0,12304
48,48131,48131950500,4.7,4.4,4.9,3178
51,51031,51031020300,3.0,2.8,3.2,3857
53,53061,53061052402,2.6,2.4,2.8,3939
48,48201,48201553001,2.7,2.5,2.8,5044
51,51059,51059432800,2.0,1.9,2.1,2241
48,48439,48439110809,2.2,2.0,2.4,1839
50,50007,50007002400,2.9,2.6,3.1,3241
48,48363,48363000100,3.6,3.4,3.9,2599
48,48157,48157670800,2.7,2.6,2.9,14354
51,51760,51760030100,6.6,6.2,7.0,2895
48,48113,48113013722,2.0,1.9,2.1,3633
49,49037,49037942100,5.1,4.9,5.4,2187
48,48507,48507950100,4.7,4.4,5.1,1232
48,48439,48439110401,3.1,2.9,3.3,4657
48,48201,48201420100,2.1,2.0,2.3,3062
48,48201,48201343600,3.5,3.3,3.8,3317
50,50021,50021963600,2.4,2.2,2.5,4717
48,48201,48201553100,2.8,2.6,2.9,6140
53,53033,53033022001,2.5,2.3,2.8,4738
51,51143,51143011200,3.9,3.7,4.1,2318
49,49057,49057200202,3.1,2.9,3.4,3592
51,51195,51195931200,3.4,3.1,3.6,6649
49,49057,49057210511,2.5,2.3,2.7,3909
51,51003,51003011302,1.8,1.8,1.9,3765
48,48113,48113014136,1.2,1.1,1.2,5418
53,53033,53033032215,1.5,1.4,1.6,4629
53,53033,53033027500,3.0,2.9,3.2,4718
48,48157,48157674601,2.5,2.4,2.8,3762
48,48201,48201313900,1.4,1.3,1.5,4495
51,51059,51059450500,2.2,2.1,2.3,3016
51,51131,51131930100,4.7,4.5,5.0,4376
48,48141,48141010325,2.6,2.4,2.8,8377
53,53053,53053071306,2.4,2.3,2.5,6166
48,48141,48141003903,4.5,4.1,4.9,6921
48,48215,48215021701,3.0,2.8,3.2,9945
48,48201,48201555100,2.0,1.9,2.1,8149
54,54071,54071970400,4.2,4.0,4.5,1786
49,49003,49003960801,2.4,2.3,2.5,4206
49,49035,49035114600,2.1,2.0,2.3,6998
51,51153,51153901303,1.7,1.6,1.8,4585
48,48121,48121020303,2.1,2.0,2.3,10299
51,51059,51059481104,1.1,1.0,1.1,2567
48,48349,48349970900,3.2,3.0,3.4,8106
48,48355,48355001601,4.5,4.2,4.9,4738
48,48215,48215022204,3.6,3.4,3.8,4744
48,48453,48453001770,1.7,1.6,1.8,11417
53,53021,53021020501,2.6,2.4,2.8,4668
48,48113,48113019023,2.4,2.2,2.5,4826
51,51197,51197050401,3.1,2.9,3.3,4010
48,48157,48157673300,2.6,2.5,2.8,4699
48,48201,48201554903,1.8,1.7,1.9,11314
48,48187,48187210712,2.1,2.0,2.1,4496
51,51171,51171040300,2.9,2.8,3.1,3737
48,48245,48245010600,2.9,2.7,3.1,5778
48,48215,48215022203,4.8,4.5,5.2,4376
48,48215,48215020904,3.4,3.2,3.7,4598
51,51087,51087200406,2.3,2.2,2.5,8986
48,48439,48439123000,3.1,2.9,3.4,6173
48,48113,48113016408,2.7,2.6,2.9,7115
48,48145,48145000800,3.5,3.3,3.6,3992
53,53053,53053062300,2.4,2.3,2.5,5244
48,48241,48241950600,4.2,3.9,4.5,2389
48,48469,48469000100,3.3,3.1,3.5,2215
53,53047,53047970900,2.9,2.7,3.2,2220
48,48439,48439114008,1.6,1.5,1.7,11631
53,53063,53063000200,3.6,3.5,3.8,4654
48,48167,48167723600,2.9,2.8,3.1,4306
51,51700,51700032117,4.3,3.9,4.6,4358
48,48303,48303000405,2.1,2.0,2.2,10654
51,51061,51061930302,2.7,2.5,2.9,7449
53,53053,53053940004,2.8,2.7,3.0,6504
53,53063,53063011101,3.9,3.6,4.4,5744
48,48201,48201311700,3.2,3.0,3.5,5593
49,49011,49011125405,1.7,1.6,1.8,9412
48,48187,48187210506,3.1,3.0,3.2,2744
48,48439,48439113610,2.2,2.0,2.3,11126
49,49035,49035113905,2.1,2.0,2.2,7316
51,51101,51101950102,2.4,2.3,2.5,5985
48,48203,48203020103,3.1,3.0,3.3,4442
48,48439,48439113221,2.7,2.4,2.9,4798
48,48201,48201541202,2.3,2.2,2.4,8811
53,53061,53061041808,2.6,2.5,2.8,4114
48,48167,48167724600,3.8,3.6,4.0,1793
48,48463,48463950100,4.4,4.2,4.6,3257
51,51107,51107611205,1.9,1.8,2.0,5774
53,53035,53035091000,2.4,2.2,2.6,6641
48,48113,48113019211,3.0,2.8,3.4,5146
53,53061,53061051602,2.8,2.5,3.0,4129
48,48113,48113013717,2.9,2.8,3.1,2755
54,54021,54021967700,2.8,2.8,2.9,6390
48,48453,48453001775,2.0,1.9,2.2,4973
48,48351,48351950400,3.2,3.0,3.3,3455
48,48431,48431950100,3.3,3.1,3.6,1143
48,48201,48201333700,3.3,3.2,3.5,3156
48,48201,48201432200,2.4,2.3,2.6,4043
48,48121,48121021721,1.8,1.7,2.0,3678
48,48113,48113008100,2.1,2.0,2.3,6265
49,49035,49035113020,1.4,1.3,1.5,11672
53,53071,53071920802,2.8,2.5,3.0,3394
48,48201,48201250800,2.3,2.1,2.5,8129
51,51027,51027010400,3.7,3.5,4.0,2344
54,54005,54005958700,3.6,3.5,3.8,2042
51,51059,51059422401,1.4,1.4,1.5,2475
48,48441,48441013100,3.0,2.9,3.1,6373
48,48141,48141000800,4.4,4.0,4.7,5916
48,48439,48439111524,2.3,2.2,2.4,7886
53,53033,53033031706,2.1,2.0,2.3,6310
48,48303,48303002002,3.0,2.9,3.2,3372
53,53067,53067011410,2.9,2.7,3.1,5159
48,48439,48439102601,3.0,2.9,3.2,3557
48,48141,48141003300,4.4,4.0,4.9,5921
48,48453,48453002312,3.0,2.8,3.3,7157
48,48491,48491020506,1.8,1.7,1.9,7988
53,53005,53005011800,2.9,2.7,3.0,6546
51,51015,51015070500,3.2,2.9,3.4,5240
53,53059,53059950200,2.8,2.7,3.0,4264
50,50011,50011010700,2.6,2.4,2.9,3451
53,53061,53061051926,2.1,2.0,2.2,4611
51,51143,51143010801,3.2,3.1,3.4,2510
51,51770,51770002100,3.8,3.3,4.3,3468
48,48455,48455950300,4.2,3.9,4.5,1801
48,48269,48269950100,3.4,3.1,3.7,286
48,48113,48113006900,3.7,3.5,3.9,3456
48,48113,48113001202,1.8,1.7,1.8,3133
51,51710,51710002700,4.0,3.8,4.3,2900
48,48141,48141010407,3.5,3.2,3.9,6341
53,53033,53033028901,2.8,2.6,3.0,3368
48,48187,48187210707,2.0,1.9,2.1,4254
53,53053,53053070404,2.3,2.2,2.5,4465
53,53063,53063001400,2.8,2.6,3.0,6244
51,51710,51710004600,4.3,4.0,4.6,2193
53,53063,53063011800,3.5,3.2,3.8,5018
51,51161,51161030300,3.2,2.9,3.5,7123
48,48439,48439114203,3.1,2.9,3.3,5491
53,53033,53033023804,1.6,1.5,1.7,3646
48,48453,48453001843,2.1,2.0,2.2,2272
49,49049,49049000707,2.1,2.0,2.3,3645
51,51021,51021040200,3.2,3.1,3.4,2923
51,51139,51139030200,3.6,3.4,3.9,4177
48,48469,48469001605,3.0,2.9,3.2,3366
48,48183,48183000501,3.0,2.8,3.1,4801
51,51740,51740212701,3.9,3.6,4.2,6069
53,53067,53067011000,2.8,2.6,3.0,4879
48,48209,48209010200,1.3,1.2,1.5,6030
53,53035,53035080800,0.9,0.8,0.9,1921
48,48181,48181001700,3.3,3.1,3.6,4816
51,51087,51087200302,2.2,2.0,2.3,3115
53,53033,53033000200,2.2,2.1,2.4,7646
48,48201,48201450400,2.5,2.4,2.7,4503
53,53077,53077001202,3.8,3.6,4.0,6318
51,51700,51700031800,2.8,2.6,3.0,3960
51,51003,51003010601,3.3,3.0,3.8,5817
53,53077,53077001800,3.5,3.3,3.7,7140
54,54039,54039013300,3.2,2.9,3.4,2498
48,48113,48113014702,3.2,3.0,3.5,3898
48,48355,48355005414,2.2,2.1,2.3,1895
48,48439,48439104604,4.4,4.2,4.7,2723
51,51059,51059470800,2.3,2.1,2.5,2988
48,48439,48439113814,2.0,1.9,2.2,3963
48,48201,48201252301,2.3,2.2,2.4,8862
48,48121,48121020105,1.6,1.5,1.7,6094
48,48215,48215020504,4.5,4.1,4.9,7740
54,54011,54011000102,3.3,3.0,3.6,2022
51,51710,51710006502,2.2,2.1,2.3,2579
48,48441,48441011600,2.4,2.3,2.6,2684
48,48113,48113016616,2.3,2.2,2.4,5567
48,48113,48113019039,2.7,2.6,2.9,6562
48,48141,48141010335,3.3,3.0,3.6,3991
48,48245,48245000103,4.8,4.5,5.0,3311
53,53021,53021020606,2.0,1.9,2.1,6484
48,48453,48453001748,1.7,1.6,1.8,5492
51,51199,51199050402,2.7,2.5,2.9,3527
48,48441,48441011400,3.3,3.1,3.6,4604
51,51089,51089011000,4.0,3.8,4.2,5147
53,53037,53037975401,1.8,1.7,2.0,7501
48,48439,48439111547,2.0,2.0,2.1,15275
48,48161,48161000700,3.9,3.7,4.2,3139
51,51179,51179010405,2.2,2.0,2.3,6064
48,48201,48201233701,3.9,3.7,4.1,5245
53,53029,53029971300,3.5,3.3,3.7,4393
48,48201,48201453900,2.4,2.3,2.5,10151
53,53075,53075000800,3.2,3.0,3.5,3521
53,53035,53035091700,2.4,2.3,2.6,7944
51,51179,51179010204,2.0,1.9,2.1,8088
51,51059,51059491803,2.0,1.9,2.2,6798
49,49057,49057201500,3.0,2.7,3.3,4054
53,53057,53057952402,3.2,2.9,3.5,7408
51,51700,51700032212,3.4,3.2,3.6,3941
53,53063,53063013100,2.6,2.4,2.8,9678
53,53011,53011040409,2.8,2.7,3.0,1834
48,48451,48451001200,3.0,2.9,3.2,7418
48,48121,48121021753,1.9,1.8,2.1,5089
48,48201,48201551500,2.1,2.0,2.2,7803
48,48309,48309003601,3.5,3.3,3.7,3174
48,48149,48149970600,4.2,3.9,4.5,5106
51,51059,51059461100,2.4,2.3,2.6,7336
48,48201,48201541400,2.0,1.9,2.1,14539
48,48439,48439105205,3.4,3.2,3.6,4502
50,50007,50007003503,1.9,1.8,2.1,1968
50,50025,50025967700,2.4,2.2,2.6,2702
53,53033,53033007402,1.4,1.3,1.5,4921
51,51011,51011040100,3.5,3.3,3.7,6450
48,48201,48201341201,2.3,2.2,2.4,3974
54,54011,54011001900,3.5,3.2,3.8,2119
48,48245,48245001302,3.0,2.8,3.2,3060
48,48381,48381021704,2.1,2.0,2.2,6988
48,48201,48201540502,2.6,2.4,2.8,5248
51,51145,51145500200,2.5,2.3,2.7,8844
48,48437,48437950400,3.6,3.4,3.9,1297
48,48167,48167722600,3.3,3.1,3.5,2097
48,48201,48201421401,2.6,2.3,2.8,3626
48,48201,48201342001,2.0,1.9,2.2,6843
50,50019,50019952000,3.3,3.1,3.5,1884
48,48167,48167721400,2.4,2.3,2.6,7164
54,54039,54039011000,3.0,2.7,3.2,4593
48,48359,48359950100,2.9,2.8,3.1,2052
48,48339,48339690500,2.2,2.1,2.3,7570
48,48339,48339694102,2.4,2.3,2.5,5731
48,48113,48113007909,1.3,1.2,1.4,2049
51,51740,51740213002,3.1,2.8,3.3,4179
48,48215,48215024000,2.0,1.9,2.2,15955
51,51810,51810040402,2.6,2.5,2.8,6995
48,48113,48113018136,2.3,2.2,2.5,7761
48,48139,48139061100,2.8,2.6,2.9,4573
51,51013,51013103200,1.6,1.5,1.6,5306
49,49035,49035112920,2.4,2.2,2.5,4309
48,48305,48305950500,4.4,4.1,4.7,2661
53,53011,53011041319,2.4,2.3,2.6,6022
51,51013,51013101402,1.3,1.2,1.3,2712
48,48201,48201233102,3.3,3.1,3.6,6676
48,48201,48201350601,2.0,1.9,2.1,4115
51,51179,51179010304,2.8,2.6,3.0,5297
48,48141,48141003502,4.8,4.4,5.2,4923
48,48201,48201451602,2.1,2.0,2.2,7317
51,51810,51810045426,1.9,1.8,2.1,6739
53,53053,53053071902,2.9,2.7,3.0,5183
51,51059,51059482202,2.1,2.0,2.3,3500
51,51153,51153901223,2.1,2.0,2.3,6265
53,53015,53015001100,3.3,3.1,3.6,5856
49,49017,49017000400,3.1,3.0,3.2,2795
48,48285,48285000100,3.6,3.4,3.9,3431
50,50003,50003970700,3.0,2.7,3.2,2317
51,51041,51041100928,2.4,2.2,2.6,5077
53,53005,53005010400,2.8,2.7,3.0,3617
49,49057,49057210505,2.1,2.0,2.3,7369
48,48201,48201410500,1.6,1.5,1.7,4209
48,48091,48091310703,2.3,2.2,2.5,5430
48,48113,48113017606,3.2,3.0,3.4,4914
48,48453,48453000801,3.7,3.5,4.1,1498
53,53053,53053073117,2.7,2.6,2.8,3791
53,53053,53053070313,2.2,2.1,2.4,6029
54,54015,54015958100,3.6,3.5,3.8,2418
51,51031,51031020500,3.3,3.1,3.4,7163
51,51710,51710000700,2.3,2.1,2.4,2864
48,48325,48325000800,3.3,3.1,3.5,6983
48,48485,48485012800,2.9,2.7,3.1,4506
51,51059,51059461700,1.8,1.7,1.8,6594
48,48309,48309003602,3.1,2.9,3.3,2614
53,53061,53061053803,2.6,2.4,2.7,5253
51,51191,51191010501,3.2,2.9,3.5,3812
51,51153,51153901701,2.6,2.5,2.7,7943
51,51117,51117930300,3.3,3.1,3.4,3276
48,48179,48179950700,3.7,3.4,3.9,2175
53,53063,53063010602,2.6,2.4,2.8,7418
53,53033,53033029307,2.1,2.0,2.2,3883
48,48469,48469000302,4.2,4.0,4.5,2365
48,48215,48215023104,4.4,4.1,4.8,5283
48,48183,48183010302,3.3,3.1,3.5,5525
51,51550,51550020200,3.5,3.3,3.8,4121
53,53065,53065950900,3.8,3.7,4.0,1548
48,48339,48339692700,3.0,2.9,3.1,7058
51,51810,51810042201,2.4,2.3,2.6,3625
48,48143,48143950600,2.8,2.6,3.0,3153
49,49011,49011126303,2.0,1.9,2.1,4408
53,53073,53073000804,2.2,2.0,2.4,6642
51,51670,51670820500,3.3,3.0,3.5,4891
48,48251,48251130100,2.8,2.6,3.0,4035
53,53011,53011040809,1.9,1.8,2.0,6176
51,51059,51059471401,2.0,1.9,2.2,3647
51,51520,51520020400,3.0,2.8,3.3,5787
48,48423,48423002006,3.0,2.8,3.3,3373
51,51153,51153900802,2.0,1.9,2.2,6612
48,48141,48141010218,2.0,1.9,2.1,2781
54,54031,54031970300,3.2,3.1,3.4,4095
53,53033,53033004400,1.6,1.5,1.7,6260
48,48141,48141010504,4.4,4.1,4.8,1834
48,48291,48291701200,2.9,2.7,3.2,6089
51,51059,51059451400,3.1,2.9,3.3,3218
51,51059,51059421500,2.6,2.5,2.8,7001
53,53033,53033020402,2.2,2.0,2.3,5368
51,51081,51081880200,4.1,3.8,4.3,4647
48,48201,48201453000,3.1,2.9,3.3,7857
48,48159,48159950200,3.1,2.8,3.3,2763
48,48375,48375014500,3.0,2.8,3.1,6184
49,49049,49049000103,2.2,2.0,2.3,3805
48,48453,48453002425,1.6,1.5,1.6,2798
49,49035,49035101101,1.8,1.6,1.9,1969
53,53063,53063013500,2.4,2.3,2.5,7653
48,48201,48201421700,3.2,2.9,3.4,4560
49,49005,49005000600,2.0,1.8,2.1,7068
48,48113,48113020300,5.2,4.8,5.6,2568
48,48141,48141001109,3.5,3.2,3.7,4722
48,48113,48113012210,3.2,3.0,3.4,4060
49,49035,49035112613,2.2,2.0,2.3,4915
53,53057,53057952100,3.1,2.9,3.3,3310
48,48287,48287000200,3.6,3.5,3.8,2743
48,48201,48201230200,5.0,4.7,5.4,5054
48,48085,48085030517,1.6,1.5,1.7,5879
53,53073,53073010702,2.6,2.5,2.8,4382
48,48201,48201251901,2.3,2.2,2.5,9353
53,53045,53045960700,3.2,3.0,3.4,1754
48,48287,48287000400,3.6,3.4,3.9,6052
53,53055,53055960400,3.1,2.8,3.4,2901
49,49025,49025130100,3.1,3.0,3.3,2297
48,48193,48193950100,4.1,3.8,4.4,2646
49,49035,49035113407,1.8,1.7,1.9,10940
51,51165,51165010400,3.2,3.0,3.4,2531
49,49049,49049002201,1.2,1.1,1.2,4972
54,54033,54033031500,3.1,2.8,3.4,1367
53,53053,53053073124,2.4,2.3,2.6,2793
48,48141,48141010342,1.9,1.7,2.0,11505
48,48099,48099010604,2.0,1.9,2.1,4853
48,48245,48245000600,4.0,3.8,4.3,5926
48,48355,48355005411,2.1,2.0,2.2,3886
51,51041,51041100933,1.8,1.7,1.9,2720
53,53053,53053073122,1.8,1.7,1.9,4392
48,48485,48485011200,4.5,4.2,4.7,2116
53,53033,53033029001,3.5,3.2,3.9,4230
48,48201,48201321300,2.9,2.7,3.1,5546
54,54055,54055001600,4.3,4.1,4.5,1745
48,48439,48439113908,1.7,1.6,1.9,5261
51,51035,51035080601,3.7,3.4,3.9,2017
53,53077,53077000300,4.6,4.1,5.2,4521
48,48201,48201233600,5.7,5.2,6.1,2127
48,48141,48141002600,4.8,4.4,5.2,3337
48,48439,48439106511,2.8,2.7,3.0,6634
51,51059,51059451900,2.1,1.9,2.2,6215
48,48453,48453001835,2.0,1.9,2.1,5000
48,48113,48113011401,4.5,4.2,4.9,4847
48,48201,48201423401,3.3,3.0,3.5,5153
48,48423,48423002102,2.9,2.7,3.0,5717
48,48299,48299970100,4.1,3.9,4.3,2674
48,48257,48257051202,2.8,2.7,2.9,5013
48,48085,48085031409,1.8,1.7,1.9,9572
48,48149,48149970100,3.8,3.6,3.9,1964
53,53033,53033027701,2.9,2.6,3.1,5679
48,48297,48297950300,3.7,3.5,4.0,2513
49,49053,49053271000,3.4,3.1,3.6,4113
48,48201,48201331602,3.0,2.8,3.2,2340
51,51095,51095080202,2.5,2.4,2.7,5426
48,48485,48485010600,3.2,3.0,3.4,2458
53,53061,53061052605,2.1,1.9,2.3,5842
48,48113,48113009610,2.6,2.4,2.8,5068
51,51107,51107611015,1.3,1.3,1.4,2170
48,48313,48313000200,3.4,3.2,3.6,2357
48,48245,48245006800,3.7,3.6,3.9,1883
48,48439,48439113113,1.3,1.3,1.4,3625
48,48097,48097000200,2.7,2.6,2.9,5025
51,51810,51810040403,2.3,2.1,2.4,3810
54,54037,54037972300,3.0,2.7,3.2,4516
53,53033,53033032007,2.1,2.0,2.2,3457
51,51087,51087201501,2.8,2.6,3.0,9872
53,53033,53033022603,1.9,1.8,2.0,5324
48,48467,48467950200,4.3,4.0,4.7,3376
48,48357,48357950100,2.8,2.6,2.9,1677
51,51041,51041100206,2.8,2.7,2.9,6231
51,51085,51085320400,2.7,2.5,2.8,4428
48,48439,48439121704,3.9,3.6,4.1,3429
51,51185,51185021000,3.2,3.0,3.4,4234
49,49049,49049001803,1.7,1.6,1.9,2177
51,51149,51149850301,2.9,2.7,3.0,6623
48,48355,48355003002,3.1,2.9,3.3,4912
49,49049,49049010113,1.4,1.3,1.5,4725
53,53061,53061051918,2.5,2.3,2.7,4973
51,51810,51810042600,2.7,2.5,2.9,2488
53,53073,53073010403,3.3,3.0,3.6,5130
50,50017,50017959102,2.9,2.8,3.1,2540
48,48113,48113016802,2.5,2.3,2.6,3688
51,51800,51800075203,1.8,1.7,1.8,3284
51,51680,51680001800,2.8,2.5,3.0,2003
51,51087,51087200127,2.6,2.4,2.9,5419
48,48439,48439113403,3.2,2.9,3.4,2497
54,54061,54061010902,2.5,2.4,2.7,3014
48,48091,48091310300,3.7,3.4,4.1,6823
48,48121,48121021748,2.0,1.9,2.2,4067
54,54019,54019020202,3.5,3.3,3.8,4059
48,48453,48453002111,3.2,3.1,3.4,4747
53,53011,53011041318,2.7,2.5,2.8,4733
48,48453,48453001755,1.9,1.8,2.0,5769
48,48381,48381020800,2.6,2.4,2.8,6623
51,51740,51740210600,2.7,2.5,2.8,1692
54,54019,54019020700,3.4,3.3,3.5,4234
48,48113,48113017400,3.4,3.2,3.6,5319
54,54039,54039001901,2.6,2.4,2.9,3733
48,48201,48201340500,2.8,2.6,2.9,6367
48,48453,48453001785,1.4,1.3,1.4,4025
51,51153,51153900502,1.5,1.4,1.6,2047
